"","player","type","duel_outcome","interception_outcome","spad_x","spad_y"
"390","Ashley Du Preez","Pass","","",101.096666666667,57.9275
"391","Ashley Du Preez","Pass","","",100.663333333333,23.4175
"392","Ashley Du Preez","Pass","","",93.21,6.16249999999999
"393","Ashley Du Preez","Pass","","",59.7566666666667,8.62749999999999
"394","Ashley Du Preez","Pass","","",99.97,3.52749999999999
"395","Ashley Du Preez","Pass","","",54.73,31.4075
"396","Ashley Du Preez","Pass","","",84.7166666666667,13.5575
"397","Ashley Du Preez","Pass","","",52.8233333333333,33.9575
"398","Ashley Du Preez","Pass","","",85.0633333333333,49.4275
"399","Ashley Du Preez","Pass","","",85.93,62.5175
"400","Ashley Du Preez","Pass","","",103.956666666667,67.9575
"401","Ashley Du Preez","Pass","","",90.7833333333333,8.28749999999999
"402","Ashley Du Preez","Pass","","",103.956666666667,0.042500000000004
"403","Ashley Du Preez","Pass","","",79.5166666666667,24.4375
"404","Ashley Du Preez","Pass","","",103.956666666667,0.042500000000004
"405","Ashley Du Preez","Pass","","",103.956666666667,0.042500000000004
"406","Ashley Du Preez","Ball Receipt*","","",86.97,5.4825
"407","Ashley Du Preez","Ball Receipt*","","",80.6433333333333,10.8375
"408","Ashley Du Preez","Ball Receipt*","","",89.9166666666667,29.1125
"409","Ashley Du Preez","Ball Receipt*","","",43.81,8.8825
"410","Ashley Du Preez","Ball Receipt*","","",35.23,7.9475
"411","Ashley Du Preez","Ball Receipt*","","",43.1166666666667,4.2075
"412","Ashley Du Preez","Ball Receipt*","","",72.2366666666667,16.1925
"413","Ashley Du Preez","Ball Receipt*","","",92.43,12.4525
"414","Ashley Du Preez","Ball Receipt*","","",62.1833333333333,5.8225
"415","Ashley Du Preez","Ball Receipt*","","",68.3366666666667,12.8775
"416","Ashley Du Preez","Ball Receipt*","","",69.55,6.2475
"417","Ashley Du Preez","Ball Receipt*","","",97.5433333333333,33.8725
